P1A	P2A	P1B	P2B	Jaccard
Q92769	Q96BD5	Q92769	Q9C005	0.176470588235
Q92769	Q96BD5	Q92769	Q9C0K0	0.0169491525424
Q92769	Q96BD5	Q92769	Q9H836	0.25
Q92769	Q96BD5	Q92769	Q9NPF5	0.0
Q92769	Q96BD5	Q92769	Q9NYJ8	0.2
Q92769	Q96BD5	Q92769	Q9P0W2	0.5
Q92769	Q96BD5	Q92769	Q9UBB5	0.5
Q92769	Q96BD5	Q92769	Q9UBC3	0.111111111111
Q92769	Q96BD5	Q92769	Q9UBU8	0.75
Q92769	Q96BD5	Q92769	Q9UER7	0.0172413793103
Q92769	Q96BD5	Q92769	Q9UII7	0.0169491525424
Q92769	Q96BD5	Q92769	Q9UKG1	0.105263157895
Q92769	Q96BD5	Q92769	Q9UKL0	0.5
Q92769	Q96BD5	Q92769	Q9UQ80	0.2
Q92769	Q96BD5	Q92769	Q9UQE7	0.0169491525424
Q92769	Q96BD5	Q92769	Q9Y247	0.2
Q92769	Q96BD5	Q92769	Q9Y618	0.0169491525424
Q92769	Q96BD5	Q92769	Q9Y6D9	0.5
Q92769	Q96BD5	Q92769	B3KNW7	0.0169491525424
Q92769	Q96BD5	Q92769	O14802	0.0833333333333
Q92769	Q96BD5	Q92769	O43684	0.125
Q92769	Q96BD5	Q92769	O43809	0.157894736842
Q92769	Q96BD5	Q92769	O60264	0.0169491525424
Q92769	Q96BD5	Q92769	O60341	0.0833333333333
Q92769	Q96BD5	Q92769	O75177	0.5
Q92769	Q96BD5	Q92769	O75367	0.166666666667
Q92769	Q96BD5	Q92769	O75446	0.75
Q92769	Q96BD5	Q92769	O75530	0.0833333333333
Q92769	Q96BD5	Q92769	O75575	0.142857142857
Q92769	Q96BD5	Q92769	O94776	0.0169491525424
Q92769	Q96BD5	Q92769	O95863	0.75
Q92769	Q96BD5	Q92769	O95931	1.0
Q92769	Q96BD5	Q92769	O95983	0.25
Q92769	Q96BD5	Q92769	P01106	0.0169491525424
Q92769	Q96BD5	Q92769	P03372	0.75
Q92769	Q96BD5	Q92769	P06400	0.0833333333333
Q92769	Q96BD5	Q92769	P12830	0.0833333333333
Q92769	Q96BD5	Q92769	P25490	0.75
Q92769	Q96BD5	Q92769	P26358	0.0833333333333
Q92769	Q96BD5	Q92769	P33076	0.0169491525424
Q92769	Q96BD5	Q92769	P35568	0.0169491525424
Q92769	Q96BD5	Q92769	P35659	0.5
Q92769	Q96BD5	Q92769	P40763	0.0833333333333
Q92769	Q96BD5	Q92769	P51531	0.0169491525424
Q92769	Q96BD5	Q92769	P51532	0.0169491525424
Q92769	Q96BD5	Q92769	P62805	0.181818181818
Q92769	Q96BD5	Q92769	P68400	0.166666666667
Q92769	Q96BD5	Q92769	P68431	0.222222222222
Q92769	Q96BD5	Q92769	Q01826	0.25
Q92769	Q96BD5	Q92769	Q01844	0.5
Q92769	Q96BD5	Q92769	Q04206	0.0810810810811
Q92769	Q96BD5	Q92769	Q09028	0.0810810810811
Q92769	Q96BD5	Q92769	Q12834	0.230769230769
Q92769	Q96BD5	Q92769	Q12873	0.0169491525424
Q92769	Q96BD5	Q92769	Q13242	0.166666666667
Q92769	Q96BD5	Q92769	Q13363	0.15
Q92769	Q96BD5	Q92769	Q13535	0.0169491525424
Q92769	Q96BD5	Q92769	Q13547	0.0294117647059
Q92769	Q96BD5	Q92769	Q13573	0.0
Q92769	Q96BD5	Q92769	Q13620	0.307692307692
Q92769	Q96BD5	Q92769	Q14839	0.0169491525424
Q92769	Q96BD5	Q92769	Q15014	0.157894736842
Q92769	Q96BD5	Q92769	Q15022	0.0169491525424
Q92769	Q96BD5	Q92769	Q15796	0.5
Q92769	Q96BD5	Q92769	Q15910	0.5
Q92769	Q96BD5	Q92769	Q16576	0.166666666667
Q92769	Q96BD5	Q92769	Q16695	0.375
Q92769	Q96BD5	Q92769	Q16777	0.0
Q92769	Q96BD5	Q92769	Q16778	0.0
Q92769	Q96BD5	Q92769	Q59FP7	0.0169491525424
Q92769	Q96BD5	Q92769	Q66X48	0.0169491525424
Q92769	Q96BD5	Q92769	Q7Z6Z7	0.0169491525424
Q92769	Q96BD5	Q92769	Q86X95	0.25
Q92769	Q96BD5	Q92769	Q86YP4	0.75
Q92769	Q96BD5	Q92769	Q8N5A5	0.0
Q92769	Q96BD5	Q92769	Q8N9Q1	0.25
Q92769	Q96BD5	Q92769	Q8NHZ7	0.2
Q92769	Q96BD5	Q92769	Q8TDI0	0.0169491525424
Q92769	Q96L91	Q92769	Q96L91	1.0
Q92769	Q96L91	Q92769	Q96ST3	0.982142857143
Q92769	Q96L91	Q92769	Q9BRL8	0.0
Q92769	Q96L91	Q92769	Q9BTC8	0.0175438596491
Q92769	Q96L91	Q92769	Q9C005	0.0909090909091
Q92769	Q96L91	Q92769	Q9C0K0	1.0
Q92769	Q96L91	Q92769	Q9H836	0.0
Q92769	Q96L91	Q92769	Q9NPF5	0.0
Q92769	Q96L91	Q92769	Q9NYJ8	0.0357142857143
Q92769	Q96L91	Q92769	Q9P0W2	0.0175438596491
Q92769	Q96L91	Q92769	Q9UBB5	0.0175438596491
Q92769	Q96L91	Q92769	Q9UBC3	0.393939393939
Q92769	Q96L91	Q92769	Q9UBU8	0.0172413793103
Q92769	Q96L91	Q92769	Q9UER7	0.982142857143
Q92769	Q96L91	Q92769	Q9UII7	1.0
Q92769	Q96L91	Q92769	Q9UKG1	0.089552238806
Q92769	Q96L91	Q92769	Q9UKL0	0.0175438596491
Q92769	Q96L91	Q92769	Q9UQ80	0.0606060606061
Q92769	Q96L91	Q92769	Q9UQE7	1.0
Q92769	Q96L91	Q92769	Q9Y247	0.0
Q92769	Q96L91	Q92769	Q9Y618	1.0
Q92769	Q96L91	Q92769	Q9Y6D9	0.0175438596491
Q92769	Q96L91	Q92769	B3KNW7	1.0
Q92769	Q96L91	Q92769	O14802	0.4
Q92769	Q96L91	Q92769	O43684	0.0606060606061
Q92769	Q96L91	Q92769	O43809	0.121212121212
Q92769	Q96L91	Q92769	O60264	1.0
Q92769	Q96L91	Q92769	O60341	0.4
Q92769	Q96L91	Q92769	O75177	0.0175438596491
Q92769	Q96L91	Q92769	O75367	0.106060606061
Q92769	Q96L91	Q92769	O75446	0.0172413793103
Q92769	Q96L91	Q92769	O75530	0.4
Q92769	Q96L91	Q92769	O75575	0.101449275362
Q92769	Q96L91	Q92769	O94776	1.0
Q92769	Q96L91	Q92769	O95863	0.0172413793103
Q92769	Q96L91	Q92769	O95931	0.0169491525424
Q92769	Q96L91	Q92769	O95983	0.0
Q92769	Q96L91	Q92769	P01106	1.0
Q92769	Q96L91	Q92769	P03372	0.0172413793103
Q92769	Q96L91	Q92769	P06400	0.4
Q92769	Q96L91	Q92769	P12830	0.4
Q92769	Q96L91	Q92769	P25490	0.0172413793103
Q92769	Q96L91	Q92769	P26358	0.4
Q92769	Q96L91	Q92769	P33076	1.0
Q92769	Q96L91	Q92769	P35568	1.0
Q92769	Q96L91	Q92769	P35659	0.0
Q92769	Q96L91	Q92769	P40763	0.4
Q92769	Q96L91	Q92769	P51531	1.0
Q92769	Q96L91	Q92769	P51532	1.0
Q92769	Q96L91	Q92769	P62805	0.0655737704918
Q92769	Q96L91	Q92769	P68400	0.123076923077
Q92769	Q96L91	Q92769	P68431	0.0161290322581
Q92769	Q96L91	Q92769	Q01826	0.0178571428571
Q92769	Q96L91	Q92769	Q01844	0.0175438596491
Q92769	Q96L91	Q92769	Q04206	0.415384615385
Q92769	Q96L91	Q92769	Q09028	0.415384615385
Q92769	Q96L91	Q92769	Q12834	0.0625
Q92769	Q96L91	Q92769	Q12873	1.0
Q92769	Q96L91	Q92769	Q13242	0.123076923077
Q92769	Q96L91	Q92769	Q13363	0.136363636364
Q92769	Q96L91	Q92769	Q13535	1.0
Q92769	Q96L91	Q92769	Q13547	0.0875
Q92769	Q96L91	Q92769	Q13573	0.0
Q92769	Q96L91	Q92769	Q13620	0.0615384615385
Q92769	Q96L91	Q92769	Q14839	1.0
Q92769	Q96L91	Q92769	Q15014	0.0882352941176
Q92769	Q96L91	Q92769	Q15022	1.0
Q92769	Q96L91	Q92769	Q15796	0.0175438596491
Q92769	Q96L91	Q92769	Q15910	0.0175438596491
Q92769	Q96L91	Q92769	Q16576	0.0645161290323
Q92769	Q96L91	Q92769	Q16695	0.0327868852459
Q92769	Q96L91	Q92769	Q16777	0.0
Q92769	Q96L91	Q92769	Q16778	0.0
Q92769	Q96L91	Q92769	Q59FP7	1.0
Q92769	Q96L91	Q92769	Q66X48	1.0
Q92769	Q96L91	Q92769	Q7Z6Z7	1.0
Q92769	Q96L91	Q92769	Q86X95	0.0
Q92769	Q96L91	Q92769	Q86YP4	0.0172413793103
Q92769	Q96L91	Q92769	Q8N5A5	0.0
Q92769	Q96L91	Q92769	Q8N9Q1	0.0
Q92769	Q96L91	Q92769	Q8NHZ7	0.0357142857143
Q92769	Q96L91	Q92769	Q8TDI0	1.0
Q92769	Q96ST3	Q92769	Q96ST3	1.0
Q92769	Q96ST3	Q92769	Q9BRL8	0.0
Q92769	Q96ST3	Q92769	Q9BTC8	0.0178571428571
Q92769	Q96ST3	Q92769	Q9C005	0.0923076923077
Q92769	Q96ST3	Q92769	Q9C0K0	0.982142857143
Q92769	Q96ST3	Q92769	Q9H836	0.0
Q92769	Q96ST3	Q92769	Q9NPF5	0.0
Q92769	Q96ST3	Q92769	Q9NYJ8	0.0363636363636
Q92769	Q96ST3	Q92769	Q9P0W2	0.0178571428571
Q92769	Q96ST3	Q92769	Q9UBB5	0.0178571428571
Q92769	Q96ST3	Q92769	Q9UBC3	0.4
Q92769	Q96ST3	Q92769	Q9UBU8	0.0175438596491
Q92769	Q96ST3	Q92769	Q9UER7	1.0
Q92769	Q96ST3	Q92769	Q9UII7	0.982142857143
Q92769	Q96ST3	Q92769	Q9UKG1	0.0909090909091
Q92769	Q96ST3	Q92769	Q9UKL0	0.0178571428571
Q92769	Q96ST3	Q92769	Q9UQ80	0.0615384615385
Q92769	Q96ST3	Q92769	Q9UQE7	0.982142857143
Q92769	Q96ST3	Q92769	Q9Y247	0.0
Q92769	Q96ST3	Q92769	Q9Y618	0.982142857143
Q92769	Q96ST3	Q92769	Q9Y6D9	0.0178571428571
Q92769	Q96ST3	Q92769	B3KNW7	0.982142857143
Q92769	Q96ST3	Q92769	O14802	0.40625
Q92769	Q96ST3	Q92769	O43684	0.0615384615385
Q92769	Q96ST3	Q92769	O43809	0.123076923077
Q92769	Q96ST3	Q92769	O60264	0.982142857143
Q92769	Q96ST3	Q92769	O60341	0.40625
Q92769	Q96ST3	Q92769	O75177	0.0178571428571
Q92769	Q96ST3	Q92769	O75367	0.107692307692
Q92769	Q96ST3	Q92769	O75446	0.0175438596491
Q92769	Q96ST3	Q92769	O75530	0.40625
Q92769	Q96ST3	Q92769	O75575	0.102941176471
Q92769	Q96ST3	Q92769	O94776	0.982142857143
Q92769	Q96ST3	Q92769	O95863	0.0175438596491
Q92769	Q96ST3	Q92769	O95931	0.0172413793103
Q92769	Q96ST3	Q92769	O95983	0.0
Q92769	Q96ST3	Q92769	P01106	0.982142857143
Q92769	Q96ST3	Q92769	P03372	0.0175438596491
Q92769	Q96ST3	Q92769	P06400	0.40625
Q92769	Q96ST3	Q92769	P12830	0.40625
Q92769	Q96ST3	Q92769	P25490	0.0175438596491
Q92769	Q96ST3	Q92769	P26358	0.40625
Q92769	Q96ST3	Q92769	P33076	0.982142857143
Q92769	Q96ST3	Q92769	P35568	0.982142857143
Q92769	Q96ST3	Q92769	P35659	0.0
Q92769	Q96ST3	Q92769	P40763	0.40625
Q92769	Q96ST3	Q92769	P51531	0.982142857143
Q92769	Q96ST3	Q92769	P51532	0.982142857143
Q92769	Q96ST3	Q92769	P62805	0.0666666666667
Q92769	Q96ST3	Q92769	P68400	0.125
Q92769	Q96ST3	Q92769	P68431	0.016393442623
Q92769	Q96ST3	Q92769	Q01826	0.0181818181818
Q92769	Q96ST3	Q92769	Q01844	0.0178571428571
Q92769	Q96ST3	Q92769	Q04206	0.421875
Q92769	Q96ST3	Q92769	Q09028	0.421875
Q92769	Q96ST3	Q92769	Q12834	0.0634920634921
Q92769	Q96ST3	Q92769	Q12873	0.982142857143
Q92769	Q96ST3	Q92769	Q13242	0.125
Q92769	Q96ST3	Q92769	Q13363	0.138461538462
Q92769	Q96ST3	Q92769	Q13535	0.982142857143
Q92769	Q96ST3	Q92769	Q13547	0.0886075949367
Q92769	Q96ST3	Q92769	Q13573	0.0
Q92769	Q96ST3	Q92769	Q13620	0.0625
Q92769	Q96ST3	Q92769	Q14839	0.982142857143
Q92769	Q96ST3	Q92769	Q15014	0.089552238806
Q92769	Q96ST3	Q92769	Q15022	0.982142857143
Q92769	Q96ST3	Q92769	Q15796	0.0178571428571
Q92769	Q96ST3	Q92769	Q15910	0.0178571428571
Q92769	Q96ST3	Q92769	Q16576	0.0655737704918
Q92769	Q96ST3	Q92769	Q16695	0.0333333333333
Q92769	Q96ST3	Q92769	Q16777	0.0
Q92769	Q96ST3	Q92769	Q16778	0.0
Q92769	Q96ST3	Q92769	Q59FP7	0.982142857143
Q92769	Q96ST3	Q92769	Q66X48	0.982142857143
Q92769	Q96ST3	Q92769	Q7Z6Z7	0.982142857143
Q92769	Q96ST3	Q92769	Q86X95	0.0
Q92769	Q96ST3	Q92769	Q86YP4	0.0175438596491
Q92769	Q96ST3	Q92769	Q8N5A5	0.0
Q92769	Q96ST3	Q92769	Q8N9Q1	0.0
Q92769	Q96ST3	Q92769	Q8NHZ7	0.0363636363636
Q92769	Q96ST3	Q92769	Q8TDI0	0.982142857143
Q92769	Q9BRL8	Q92769	Q9BRL8	1.0
Q92769	Q9BRL8	Q92769	Q9BTC8	0.5
Q92769	Q9BRL8	Q92769	Q9C005	0.0625
Q92769	Q9BRL8	Q92769	Q9C0K0	0.0
Q92769	Q9BRL8	Q92769	Q9H836	0.0
Q92769	Q9BRL8	Q92769	Q9NPF5	0.0
Q92769	Q9BRL8	Q92769	Q9NYJ8	0.0
Q92769	Q9BRL8	Q92769	Q9P0W2	0.5
Q92769	Q9BRL8	Q92769	Q9UBB5	0.5
Q92769	Q9BRL8	Q92769	Q9UBC3	0.0277777777778
Q92769	Q9BRL8	Q92769	Q9UBU8	0.333333333333
Q92769	Q9BRL8	Q92769	Q9UER7	0.0
Q92769	Q9BRL8	Q92769	Q9UII7	0.0
Q92769	Q9BRL8	Q92769	Q9UKG1	0.0588235294118
Q92769	Q9BRL8	Q92769	Q9UKL0	0.5
Q92769	Q9BRL8	Q92769	Q9UQ80	0.0714285714286
Q92769	Q9BRL8	Q92769	Q9UQE7	0.0
Q92769	Q9BRL8	Q92769	Q9Y247	0.5
Q92769	Q9BRL8	Q92769	Q9Y618	0.0
Q92769	Q9BRL8	Q92769	Q9Y6D9	0.0
Q92769	Q9BRL8	Q92769	B3KNW7	0.0
Q92769	Q9BRL8	Q92769	O14802	0.0285714285714
Q92769	Q9BRL8	Q92769	O43684	0.0714285714286
Q92769	Q9BRL8	Q92769	O43809	0.0555555555556
Q92769	Q9BRL8	Q92769	O60264	0.0
Q92769	Q9BRL8	Q92769	O60341	0.0285714285714
Q92769	Q9BRL8	Q92769	O75177	0.5
Q92769	Q9BRL8	Q92769	O75367	0.0588235294118
Q92769	Q9BRL8	Q92769	O75446	0.333333333333
Q92769	Q9BRL8	Q92769	O75530	0.0285714285714
Q92769	Q9BRL8	Q92769	O75575	0.05
Q92769	Q9BRL8	Q92769	O94776	0.0
Q92769	Q9BRL8	Q92769	O95863	0.333333333333
Q92769	Q9BRL8	Q92769	O95931	0.25
Q92769	Q9BRL8	Q92769	O95983	1.0
Q92769	Q9BRL8	Q92769	P01106	0.0
Q92769	Q9BRL8	Q92769	P03372	0.333333333333
Q92769	Q9BRL8	Q92769	P06400	0.0285714285714
Q92769	Q9BRL8	Q92769	P12830	0.0285714285714
Q92769	Q9BRL8	Q92769	P25490	0.333333333333
Q92769	Q9BRL8	Q92769	P26358	0.0285714285714
Q92769	Q9BRL8	Q92769	P33076	0.0
Q92769	Q9BRL8	Q92769	P35568	0.0
Q92769	Q9BRL8	Q92769	P35659	0.5
Q92769	Q9BRL8	Q92769	P40763	0.0285714285714
Q92769	Q9BRL8	Q92769	P51531	0.0
Q92769	Q9BRL8	Q92769	P51532	0.0
Q92769	Q9BRL8	Q92769	P62805	0.0
Q92769	Q9BRL8	Q92769	P68400	0.0588235294118
Q92769	Q9BRL8	Q92769	P68431	0.142857142857
Q92769	Q9BRL8	Q92769	Q01826	0.0
Q92769	Q9BRL8	Q92769	Q01844	0.5
Q92769	Q9BRL8	Q92769	Q04206	0.0277777777778
Q92769	Q9BRL8	Q92769	Q09028	0.0277777777778
Q92769	Q9BRL8	Q92769	Q12834	0.0833333333333
Q92769	Q9BRL8	Q92769	Q12873	0.0
Q92769	Q9BRL8	Q92769	Q13242	0.0588235294118
Q92769	Q9BRL8	Q92769	Q13363	0.0526315789474
Q92769	Q9BRL8	Q92769	Q13535	0.0
Q92769	Q9BRL8	Q92769	Q13547	0.0322580645161
Q92769	Q9BRL8	Q92769	Q13573	0.0
Q92769	Q9BRL8	Q92769	Q13620	0.0769230769231
Q92769	Q9BRL8	Q92769	Q14839	0.0
Q92769	Q9BRL8	Q92769	Q15014	0.0555555555556
Q92769	Q9BRL8	Q92769	Q15022	0.0
Q92769	Q9BRL8	Q92769	Q15796	0.5
Q92769	Q9BRL8	Q92769	Q15910	0.5
Q92769	Q9BRL8	Q92769	Q16576	0.0
Q92769	Q9BRL8	Q92769	Q16695	0.142857142857
Q92769	Q9BRL8	Q92769	Q16777	0.0
Q92769	Q9BRL8	Q92769	Q16778	0.0
Q92769	Q9BRL8	Q92769	Q59FP7	0.0
Q92769	Q9BRL8	Q92769	Q66X48	0.0
Q92769	Q9BRL8	Q92769	Q7Z6Z7	0.0
Q92769	Q9BRL8	Q92769	Q86X95	1.0
Q92769	Q9BRL8	Q92769	Q86YP4	0.333333333333
Q92769	Q9BRL8	Q92769	Q8N5A5	0.0
Q92769	Q9BRL8	Q92769	Q8N9Q1	1.0
Q92769	Q9BRL8	Q92769	Q8NHZ7	0.0
Q92769	Q9BRL8	Q92769	Q8TDI0	0.0
Q92769	Q9BTC8	Q92769	Q9BTC8	1.0
Q92769	Q9BTC8	Q92769	Q9C005	0.125
Q92769	Q9BTC8	Q92769	Q9C0K0	0.0175438596491
Q92769	Q9BTC8	Q92769	Q9H836	0.0
Q92769	Q9BTC8	Q92769	Q9NPF5	0.0
Q92769	Q9BTC8	Q92769	Q9NYJ8	0.333333333333
Q92769	Q9BTC8	Q92769	Q9P0W2	1.0
Q92769	Q9BTC8	Q92769	Q9UBB5	1.0
Q92769	Q9BTC8	Q92769	Q9UBC3	0.0555555555556
Q92769	Q9BTC8	Q92769	Q9UBU8	0.666666666667
Q92769	Q9BTC8	Q92769	Q9UER7	0.0178571428571
Q92769	Q9BTC8	Q92769	Q9UII7	0.0175438596491
Q92769	Q9BTC8	Q92769	Q9UKG1	0.0555555555556
Q92769	Q9BTC8	Q92769	Q9UKL0	1.0
Q92769	Q9BTC8	Q92769	Q9UQ80	0.142857142857
Q92769	Q9BTC8	Q92769	Q9UQE7	0.0175438596491
Q92769	Q9BTC8	Q92769	Q9Y247	0.333333333333
Q92769	Q9BTC8	Q92769	Q9Y618	0.0175438596491
Q92769	Q9BTC8	Q92769	Q9Y6D9	0.333333333333
Q92769	Q9BTC8	Q92769	B3KNW7	0.0175438596491
Q92769	Q9BTC8	Q92769	O14802	0.0571428571429
Q92769	Q9BTC8	Q92769	O43684	0.0666666666667
Q92769	Q9BTC8	Q92769	O43809	0.111111111111
Q92769	Q9BTC8	Q92769	O60264	0.0175438596491
Q92769	Q9BTC8	Q92769	O60341	0.0571428571429
Q92769	Q9BTC8	Q92769	O75177	1.0
Q92769	Q9BTC8	Q92769	O75367	0.117647058824
Q92769	Q9BTC8	Q92769	O75446	0.666666666667
Q92769	Q9BTC8	Q92769	O75530	0.0571428571429
Q92769	Q9BTC8	Q92769	O75575	0.1
Q92769	Q9BTC8	Q92769	O94776	0.0175438596491
Q92769	Q9BTC8	Q92769	O95863	0.666666666667
Q92769	Q9BTC8	Q92769	O95931	0.5
Q92769	Q9BTC8	Q92769	O95983	0.5
Q92769	Q9BTC8	Q92769	P01106	0.0175438596491
Q92769	Q9BTC8	Q92769	P03372	0.666666666667
Q92769	Q9BTC8	Q92769	P06400	0.0571428571429
Q92769	Q9BTC8	Q92769	P12830	0.0571428571429
Q92769	Q9BTC8	Q92769	P25490	0.666666666667
Q92769	Q9BTC8	Q92769	P26358	0.0571428571429
Q92769	Q9BTC8	Q92769	P33076	0.0175438596491
Q92769	Q9BTC8	Q92769	P35568	0.0175438596491
Q92769	Q9BTC8	Q92769	P35659	0.333333333333
Q92769	Q9BTC8	Q92769	P40763	0.0571428571429
Q92769	Q9BTC8	Q92769	P51531	0.0175438596491
Q92769	Q9BTC8	Q92769	P51532	0.0175438596491
Q92769	Q9BTC8	Q92769	P62805	0.1
Q92769	Q9BTC8	Q92769	P68400	0.117647058824
Q92769	Q9BTC8	Q92769	P68431	0.125
Q92769	Q9BTC8	Q92769	Q01826	0.5
Q92769	Q9BTC8	Q92769	Q01844	1.0
Q92769	Q9BTC8	Q92769	Q04206	0.0555555555556
Q92769	Q9BTC8	Q92769	Q09028	0.0555555555556
Q92769	Q9BTC8	Q92769	Q12834	0.166666666667
Q92769	Q9BTC8	Q92769	Q12873	0.0175438596491
Q92769	Q9BTC8	Q92769	Q13242	0.117647058824
Q92769	Q9BTC8	Q92769	Q13363	0.105263157895
Q92769	Q9BTC8	Q92769	Q13535	0.0175438596491
Q92769	Q9BTC8	Q92769	Q13547	0.03125
Q92769	Q9BTC8	Q92769	Q13573	0.0
Q92769	Q9BTC8	Q92769	Q13620	0.153846153846
Q92769	Q9BTC8	Q92769	Q14839	0.0175438596491
Q92769	Q9BTC8	Q92769	Q15014	0.111111111111
Q92769	Q9BTC8	Q92769	Q15022	0.0175438596491
Q92769	Q9BTC8	Q92769	Q15796	1.0
Q92769	Q9BTC8	Q92769	Q15910	1.0
Q92769	Q9BTC8	Q92769	Q16576	0.0909090909091
Q92769	Q9BTC8	Q92769	Q16695	0.125
Q92769	Q9BTC8	Q92769	Q16777	0.0
Q92769	Q9BTC8	Q92769	Q16778	0.0
Q92769	Q9BTC8	Q92769	Q59FP7	0.0175438596491
Q92769	Q9BTC8	Q92769	Q66X48	0.0175438596491
Q92769	Q9BTC8	Q92769	Q7Z6Z7	0.0175438596491
Q92769	Q9BTC8	Q92769	Q86X95	0.5
Q92769	Q9BTC8	Q92769	Q86YP4	0.666666666667
Q92769	Q9BTC8	Q92769	Q8N5A5	0.0
Q92769	Q9BTC8	Q92769	Q8N9Q1	0.5
Q92769	Q9BTC8	Q92769	Q8NHZ7	0.333333333333
Q92769	Q9BTC8	Q92769	Q8TDI0	0.0175438596491
Q92769	Q9C005	Q92769	Q9C005	1.0
Q92769	Q9C005	Q92769	Q9C0K0	0.0909090909091
Q92769	Q9C005	Q92769	Q9H836	0.0
Q92769	Q9C005	Q92769	Q9NPF5	0.0
Q92769	Q9C005	Q92769	Q9NYJ8	0.125
Q92769	Q9C005	Q92769	Q9P0W2	0.125
Q92769	Q9C005	Q92769	Q9UBB5	0.125
Q92769	Q9C005	Q92769	Q9UBC3	0.3
Q92769	Q9C005	Q92769	Q9UBU8	0.117647058824
Q92769	Q9C005	Q92769	Q9UER7	0.0923076923077
Q92769	Q9C005	Q92769	Q9UII7	0.0909090909091
Q92769	Q9C005	Q92769	Q9UKG1	0.5
Q92769	Q9C005	Q92769	Q9UKL0	0.125
Q92769	Q9C005	Q92769	Q9UQ80	0.578947368421
Q92769	Q9C005	Q92769	Q9UQE7	0.0909090909091
Q92769	Q9C005	Q92769	Q9Y247	0.125
Q92769	Q9C005	Q92769	Q9Y618	0.0909090909091
Q92769	Q9C005	Q92769	Q9Y6D9	0.0588235294118
Q92769	Q9C005	Q92769	B3KNW7	0.0909090909091
Q92769	Q9C005	Q92769	O14802	0.307692307692
Q92769	Q9C005	Q92769	O43684	0.5
Q92769	Q9C005	Q92769	O43809	0.619047619048
Q92769	Q9C005	Q92769	O60264	0.0909090909091
Q92769	Q9C005	Q92769	O60341	0.307692307692
Q92769	Q9C005	Q92769	O75177	0.125
Q92769	Q9C005	Q92769	O75367	0.65
Q92769	Q9C005	Q92769	O75446	0.117647058824
Q92769	Q9C005	Q92769	O75530	0.307692307692
Q92769	Q9C005	Q92769	O75575	0.636363636364
Q92769	Q9C005	Q92769	O94776	0.0909090909091
Q92769	Q9C005	Q92769	O95863	0.117647058824
Q92769	Q9C005	Q92769	O95931	0.176470588235
Q92769	Q9C005	Q92769	O95983	0.0625
Q92769	Q9C005	Q92769	P01106	0.0909090909091
Q92769	Q9C005	Q92769	P03372	0.1875
Q92769	Q9C005	Q92769	P06400	0.307692307692
Q92769	Q9C005	Q92769	P12830	0.307692307692
Q92769	Q9C005	Q92769	P25490	0.117647058824
Q92769	Q9C005	Q92769	P26358	0.307692307692
Q92769	Q9C005	Q92769	P33076	0.0909090909091
Q92769	Q9C005	Q92769	P35568	0.0909090909091
Q92769	Q9C005	Q92769	P35659	0.0588235294118
Q92769	Q9C005	Q92769	P40763	0.307692307692
Q92769	Q9C005	Q92769	P51531	0.0909090909091
Q92769	Q9C005	Q92769	P51532	0.0909090909091
Q92769	Q9C005	Q92769	P62805	0.470588235294
Q92769	Q9C005	Q92769	P68400	0.434782608696
Q92769	Q9C005	Q92769	P68431	0.352941176471
Q92769	Q9C005	Q92769	Q01826	0.0625
Q92769	Q9C005	Q92769	Q01844	0.125
Q92769	Q9C005	Q92769	Q04206	0.3
Q92769	Q9C005	Q92769	Q09028	0.3
Q92769	Q9C005	Q92769	Q12834	0.647058823529
Q92769	Q9C005	Q92769	Q12873	0.0909090909091
Q92769	Q9C005	Q92769	Q13242	0.375
Q92769	Q9C005	Q92769	Q13363	0.842105263158
Q92769	Q9C005	Q92769	Q13535	0.0909090909091
Q92769	Q9C005	Q92769	Q13547	0.205128205128
Q92769	Q9C005	Q92769	Q13573	0.0
Q92769	Q9C005	Q92769	Q13620	0.611111111111
Q92769	Q9C005	Q92769	Q14839	0.0909090909091
Q92769	Q9C005	Q92769	Q15014	0.619047619048
Q92769	Q9C005	Q92769	Q15022	0.0909090909091
Q92769	Q9C005	Q92769	Q15796	0.125
Q92769	Q9C005	Q92769	Q15910	0.125
Q92769	Q9C005	Q92769	Q16576	0.529411764706
Q92769	Q9C005	Q92769	Q16695	0.352941176471
Q92769	Q9C005	Q92769	Q16777	0.0
Q92769	Q9C005	Q92769	Q16778	0.0
Q92769	Q9C005	Q92769	Q59FP7	0.0909090909091
Q92769	Q9C005	Q92769	Q66X48	0.0909090909091
Q92769	Q9C005	Q92769	Q7Z6Z7	0.0909090909091
Q92769	Q9C005	Q92769	Q86X95	0.0625
Q92769	Q9C005	Q92769	Q86YP4	0.117647058824
Q92769	Q9C005	Q92769	Q8N5A5	0.0
Q92769	Q9C005	Q92769	Q8N9Q1	0.0625
Q92769	Q9C005	Q92769	Q8NHZ7	0.125
Q92769	Q9C005	Q92769	Q8TDI0	0.0909090909091
Q92769	Q9C0K0	Q92769	Q9C0K0	1.0
Q92769	Q9C0K0	Q92769	Q9H836	0.0
Q92769	Q9C0K0	Q92769	Q9NPF5	0.0
Q92769	Q9C0K0	Q92769	Q9NYJ8	0.0357142857143
Q92769	Q9C0K0	Q92769	Q9P0W2	0.0175438596491
Q92769	Q9C0K0	Q92769	Q9UBB5	0.0175438596491
Q92769	Q9C0K0	Q92769	Q9UBC3	0.393939393939
